neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,price,amenities,cancellation_policy,review_scores_rating
Downtown,Entire home/apt,2,1.5,0,200,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",flexible,100
Downtown,Entire home/apt,4,2,2,329,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",super_strict_30,100
Downtown,Entire home/apt,6,1,2,375,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",flexible,100
Downtown,Entire home/apt,5,1.5,2,350,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",flexible,90
Downtown,Private room,8,1,1,70,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,80
Downtown,Private room,2,1,1,10,"{""Wireless Internet""}",flexible,94
Downtown,Entire home/apt,2,1,1,250,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",strict,91
Downtown,Entire home/apt,4,2,2,329,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",super_strict_30,100
Downtown,Entire home/apt,5,2,2,119,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",strict,94
Downtown,Entire home/apt,3,1,1,202,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,94
Downtown,Entire home/apt,3,1,0,158,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",strict,84
Downtown,Entire home/apt,3,1,0,150,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",moderate,74
Downtown,Entire home/apt,4,2,2,279,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,100
Downtown,Entire home/apt,7,3,3,500,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,90
Downtown,Entire home/apt,2,1,1,269,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers}",super_strict_30,94
Downtown,Entire home/apt,2,1,1,152,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",moderate,79
Downtown,Entire home/apt,6,1,2,295,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",moderate,92
Downtown,Entire home/apt,3,1,1,128,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",moderate,77
Downtown,Entire home/apt,3,1,0,220,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,100
Downtown,Entire home/apt,8,1,3,334,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,92
Downtown,Entire home/apt,6,1,2,290,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",moderate,94
Downtown,Entire home/apt,4,1,1,139,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",Heating,""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,94
Downtown,Entire home/apt,2,1,1,220,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,94
Downtown,Entire home/apt,7,0,0,60,"{""Air Conditioning"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Family/Kid Friendly"",""First Aid Kit"",Essentials,""Lock on Bedroom Door""}",moderate,94
Downtown,Entire home/apt,4,1,1,239,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,95
Downtown,Entire home/apt,2,1,0,150,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",moderate,77
Downtown,Entire home/apt,5,1,2,290,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",flexible,87
Downtown,Entire home/apt,5,2,2,153,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,97
Downtown,Private room,4,1,1,250,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Essentials,""24-Hour Check-in""}",flexible,94
Downtown,Private room,2,1,1,295,{},flexible,94
Downtown,Entire home/apt,3,1,1,204,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",strict,94
Downtown,Private room,2,1,1,345,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",flexible,100
Downtown,Entire home/apt,7,2,3,181,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,96
Downtown,Entire home/apt,2,1,1,190,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,94
Downtown,Entire home/apt,3,1,1,150,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Elevator in Building"",Heating}",strict,95
Downtown,Private room,4,1,1,100,"{TV,""Wireless Internet"",""Air Conditioning"",Essentials,""24-Hour Check-in""}",flexible,94
Downtown,Private room,3,1.5,1,80,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Laptop Friendly Workspace""}",flexible,76
Downtown,Private room,3,1,1,139,"{TV,""Wireless Internet"",""Air Conditioning"",""Pets Allowed"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",flexible,100
Downtown,Entire home/apt,2,1,1,275,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",moderate,100
Downtown,Entire home/apt,5,1,1,135,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,95
Downtown,Private room,4,1,1,250,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",flexible,94
Downtown,Entire home/apt,4,1,1,250,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",strict,94
Downtown,Entire home/apt,5,2,2,199,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",strict,93
Downtown,Entire home/apt,4,1,1,300,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",strict,85
Downtown,Entire home/apt,4,1,1,249,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,Breakfast,""Elevator in Building"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",strict,98
Downtown,Entire home/apt,7,2,3,167,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,92
Downtown,Entire home/apt,3,1,1,400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",flexible,80
Downtown,Private room,4,1,1,400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly""}",flexible,94
Downtown,Entire home/apt,6,1,2,285,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,90
Downtown,Entire home/apt,4,1,2,250,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,97
Downtown,Entire home/apt,2,1,1,175,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}",strict,92
Downtown,Private room,1,1,1,110,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",strict,91
Downtown,Entire home/apt,2,1,1,179,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,90
Downtown,Entire home/apt,4,2,2,400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",flexible,97
Downtown,Entire home/apt,2,1,1,289,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,94
Downtown,Shared room,2,1,1,103,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",strict,95
Downtown,Entire home/apt,4,1,0,107,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,89
Downtown,Private room,4,1,1,400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",moderate,100
Downtown,Entire home/apt,4,1,1,175,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",flexible,94
Downtown,Entire home/apt,7,1,2,265,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",strict,77
Downtown,Entire home/apt,3,1,0,220,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,98
Downtown,Entire home/apt,3,1,1,199,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,91
Downtown,Entire home/apt,3,1,0,220,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",moderate,81
Downtown,Entire home/apt,2,1,0,160,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",strict,93
Downtown,Entire home/apt,4,1,1,230,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,100
Downtown,Entire home/apt,2,1,1,209,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers}",super_strict_30,94
Downtown,Entire home/apt,4,1,2,285,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,Essentials}",moderate,91
Downtown,Entire home/apt,4,1,1,265,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,93
Downtown,Entire home/apt,3,1,1,185,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",strict,95
Downtown,Entire home/apt,2,1,1,225,"{""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",flexible,100
Downtown,Entire home/apt,3,1,1,249,"{TV,""Cable TV"",Internet,""Air Conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",super_strict_30,94
Downtown,Entire home/apt,3,1,1,169,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",strict,94
Downtown,Entire home/apt,2,1,1,325,"{""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,94
Downtown,Private room,2,1,1,250,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Iron}",flexible,94
Downtown,Entire home/apt,3,1,0,206,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,87
Downtown,Entire home/apt,4,1,1,189,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,85
Downtown,Private room,2,1,1,400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Iron,""Laptop Friendly Workspace""}",flexible,94
Downtown,Entire home/apt,4,1.5,2,299,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",flexible,94
Downtown,Shared room,2,1,1,150,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer"",Iron}",moderate,100
Downtown,Entire home/apt,4,1,1,209,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,94
Downtown,Entire home/apt,5,2,2,199,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",strict,80
Downtown,Entire home/apt,3,1,1,154,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating}",moderate,91
Downtown,Private room,8,1,1,70,"{""Wireless Internet"",Kitchen,Heating,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",strict,64
Downtown,Entire home/apt,4,1,2,199,"{TV,""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",flexible,94
Downtown,Entire home/apt,6,2,2,425,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",moderate,94
Downtown,Shared room,1,1,1,99,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",moderate,94
Downtown,Entire home/apt,3,1,1,169,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",strict,100
